Iteration,E,nu,RMSE
712,0.00213075,0.2365,1.25E-08
713,0.00213075,0.24625,1.22E-08
714,0.00213075,0.256,1.19E-08
715,0.00213075,0.26575,1.17E-08
716,0.00213075,0.2755,1.14E-08
717,0.00213075,0.28525,1.11E-08
718,0.00213075,0.295,1.08E-08
719,0.00213075,0.30475,1.06E-08
720,0.00213075,0.3145,1.03E-08
721,0.00213075,0.32425,1.00E-08
722,0.00213075,0.334,9.72E-09
723,0.00213075,0.34375,9.43E-09
724,0.00213075,0.3535,9.14E-09
725,0.00213075,0.36325,8.85E-09
726,0.00213075,0.373,8.55E-09
727,0.00213075,0.38275,8.26E-09
728,0.00213075,0.3925,7.96E-09
729,0.00213075,0.40225,7.66E-09
730,0.00213075,0.412,7.37E-09
731,0.00213075,0.42175,7.08E-09
732,0.00213075,0.4315,6.78E-09
733,0.00213075,0.44125,6.48E-09
734,0.00213075,0.451,6.18E-09
735,0.00213075,0.46075,5.90E-09
736,0.00213075,0.4705,5.62E-09
737,0.00213075,0.48025,5.35E-09
738,0.00213075,0.49,5.13E-09
739,0.0022555,0.1,1.32E-08
740,0.0022555,0.10975,1.30E-08
741,0.0022555,0.1195,1.28E-08
742,0.0022555,0.12925,1.26E-08
743,0.0022555,0.139,1.23E-08
744,0.0022555,0.14875,1.21E-08
745,0.0022555,0.1585,1.19E-08
746,0.0022555,0.16825,1.17E-08
747,0.0022555,0.178,1.14E-08
748,0.0022555,0.18775,1.12E-08
749,0.0022555,0.1975,1.09E-08
750,0.0022555,0.20725,1.07E-08
751,0.0022555,0.217,1.04E-08
752,0.0022555,0.22675,1.02E-08
753,0.0022555,0.2365,9.91E-09
754,0.0022555,0.24625,9.64E-09
755,0.0022555,0.256,9.37E-09
756,0.0022555,0.26575,9.08E-09
757,0.0022555,0.2755,8.80E-09
758,0.0022555,0.28525,8.52E-09
759,0.0022555,0.295,8.22E-09
760,0.0022555,0.30475,7.93E-09
761,0.0022555,0.3145,7.63E-09
762,0.0022555,0.32425,7.34E-09
763,0.0022555,0.334,7.03E-09
764,0.0022555,0.34375,6.73E-09
765,0.0022555,0.3535,6.43E-09
766,0.0022555,0.36325,6.12E-09
767,0.0022555,0.373,5.82E-09
768,0.0022555,0.38275,5.51E-09
769,0.0022555,0.3925,5.19E-09
770,0.0022555,0.40225,4.89E-09
771,0.0022555,0.412,4.58E-09
772,0.0022555,0.42175,4.28E-09
773,0.0022555,0.4315,3.97E-09
774,0.0022555,0.44125,3.66E-09
775,0.0022555,0.451,3.35E-09
776,0.0022555,0.46075,3.07E-09
777,0.0022555,0.4705,2.78E-09
778,0.0022555,0.48025,2.51E-09
779,0.0022555,0.49,2.29E-09
780,0.00238025,0.1,1.08E-08
781,0.00238025,0.10975,1.06E-08
782,0.00238025,0.1195,1.04E-08
783,0.00238025,0.12925,1.02E-08
784,0.00238025,0.139,9.94E-09
785,0.00238025,0.14875,9.71E-09
786,0.00238025,0.1585,9.47E-09
787,0.00238025,0.16825,9.23E-09
788,0.00238025,0.178,8.98E-09
789,0.00238025,0.18775,8.73E-09
790,0.00238025,0.1975,8.47E-09
791,0.00238025,0.20725,8.21E-09
792,0.00238025,0.217,7.94E-09
793,0.00238025,0.22675,7.67E-09
794,0.00238025,0.2365,7.39E-09
795,0.00238025,0.24625,7.10E-09
796,0.00238025,0.256,6.82E-09
797,0.00238025,0.26575,6.53E-09
798,0.00238025,0.2755,6.24E-09
799,0.00238025,0.28525,5.94E-09
800,0.00238025,0.295,5.63E-09
801,0.00238025,0.30475,5.33E-09
802,0.00238025,0.3145,5.02E-09
803,0.00238025,0.32425,4.72E-09
804,0.00238025,0.334,4.41E-09
805,0.00238025,0.34375,4.10E-09
806,0.00238025,0.3535,3.79E-09
807,0.00238025,0.36325,3.49E-09
808,0.00238025,0.373,3.18E-09
809,0.00238025,0.38275,2.88E-09
810,0.00238025,0.3925,2.58E-09
811,0.00238025,0.40225,2.29E-09
812,0.00238025,0.412,2.02E-09
813,0.00238025,0.42175,1.77E-09
814,0.00238025,0.4315,1.54E-09
815,0.00238025,0.44125,1.35E-09
816,0.00238025,0.451,1.23E-09
817,0.00238025,0.46075,1.18E-09
818,0.00238025,0.4705,1.22E-09
819,0.00238025,0.48025,1.33E-09
820,0.00238025,0.49,1.47E-09
821,0.002505,0.1,8.45E-09
822,0.002505,0.10975,8.24E-09
823,0.002505,0.1195,8.01E-09
824,0.002505,0.12925,7.79E-09
825,0.002505,0.139,7.55E-09
826,0.002505,0.14875,7.31E-09
827,0.002505,0.1585,7.07E-09
828,0.002505,0.16825,6.81E-09
829,0.002505,0.178,6.56E-09
830,0.002505,0.18775,6.29E-09
831,0.002505,0.1975,6.02E-09
832,0.002505,0.20725,5.75E-09
833,0.002505,0.217,5.48E-09
834,0.002505,0.22675,5.20E-09
835,0.002505,0.2365,4.92E-09
836,0.002505,0.24625,4.62E-09
837,0.002505,0.256,4.34E-09
838,0.002505,0.26575,4.04E-09
839,0.002505,0.2755,3.75E-09
840,0.002505,0.28525,3.46E-09
841,0.002505,0.295,3.16E-09
842,0.002505,0.30475,2.87E-09
843,0.002505,0.3145,2.59E-09
844,0.002505,0.32425,2.32E-09
845,0.002505,0.334,2.07E-09
846,0.002505,0.34375,1.83E-09
847,0.002505,0.3535,1.64E-09
848,0.002505,0.36325,1.50E-09
849,0.002505,0.373,1.43E-09
850,0.002505,0.38275,1.44E-09
851,0.002505,0.3925,1.53E-09
852,0.002505,0.40225,1.69E-09
853,0.002505,0.412,1.90E-09
854,0.002505,0.42175,2.14E-09
855,0.002505,0.4315,2.41E-09
856,0.002505,0.44125,2.70E-09
857,0.002505,0.451,2.99E-09
858,0.002505,0.46075,3.29E-09
859,0.002505,0.4705,3.59E-09
860,0.002505,0.48025,3.88E-09
861,0.002505,0.49,4.12E-09
862,0.00262975,0.1,6.13E-09
863,0.00262975,0.10975,5.90E-09
864,0.00262975,0.1195,5.67E-09
865,0.00262975,0.12925,5.44E-09
866,0.00262975,0.139,5.20E-09
867,0.00262975,0.14875,4.95E-09
868,0.00262975,0.1585,4.71E-09
869,0.00262975,0.16825,4.45E-09
870,0.00262975,0.178,4.19E-09
871,0.00262975,0.18775,3.93E-09
872,0.00262975,0.1975,3.67E-09
873,0.00262975,0.20725,3.40E-09
874,0.00262975,0.217,3.14E-09
875,0.00262975,0.22675,2.88E-09
876,0.00262975,0.2365,2.62E-09
877,0.00262975,0.24625,2.37E-09
878,0.00262975,0.256,2.14E-09
879,0.00262975,0.26575,1.93E-09
880,0.00262975,0.2755,1.75E-09
881,0.00262975,0.28525,1.62E-09
882,0.00262975,0.295,1.55E-09
883,0.00262975,0.30475,1.56E-09
884,0.00262975,0.3145,1.64E-09
885,0.00262975,0.32425,1.79E-09
886,0.00262975,0.334,1.99E-09
887,0.00262975,0.34375,2.23E-09
888,0.00262975,0.3535,2.49E-09
889,0.00262975,0.36325,2.79E-09
890,0.00262975,0.373,3.09E-09
891,0.00262975,0.38275,3.41E-09
892,0.00262975,0.3925,3.75E-09
893,0.00262975,0.40225,4.08E-09
894,0.00262975,0.412,4.42E-09
895,0.00262975,0.42175,4.76E-09
896,0.00262975,0.4315,5.11E-09
897,0.00262975,0.44125,5.45E-09
898,0.00262975,0.451,5.80E-09
899,0.00262975,0.46075,6.14E-09
900,0.00262975,0.4705,6.47E-09
901,0.00262975,0.48025,6.79E-09
902,0.00262975,0.49,7.06E-09
903,0.0027545,0.1,3.87E-09
904,0.0027545,0.10975,3.65E-09
905,0.0027545,0.1195,3.43E-09
906,0.0027545,0.12925,3.20E-09
907,0.0027545,0.139,2.98E-09
908,0.0027545,0.14875,2.75E-09
909,0.0027545,0.1585,2.53E-09
910,0.0027545,0.16825,2.32E-09
911,0.0027545,0.178,2.12E-09
912,0.0027545,0.18775,1.93E-09
913,0.0027545,0.1975,1.78E-09
914,0.0027545,0.20725,1.67E-09
915,0.0027545,0.217,1.60E-09
916,0.0027545,0.22675,1.60E-09
917,0.0027545,0.2365,1.66E-09
918,0.0027545,0.24625,1.79E-09
919,0.0027545,0.256,1.96E-09
920,0.0027545,0.26575,2.18E-09
921,0.0027545,0.2755,2.42E-09
922,0.0027545,0.28525,2.70E-09
923,0.0027545,0.295,3.00E-09
924,0.0027545,0.30475,3.31E-09
925,0.0027545,0.3145,3.63E-09
926,0.0027545,0.32425,3.96E-09
927,0.0027545,0.334,4.30E-09
928,0.0027545,0.34375,4.65E-09
929,0.0027545,0.3535,5.00E-09
930,0.0027545,0.36325,5.36E-09
931,0.0027545,0.373,5.72E-09
932,0.0027545,0.38275,6.09E-09
933,0.0027545,0.3925,6.46E-09
934,0.0027545,0.40225,6.83E-09
935,0.0027545,0.412,7.20E-09
936,0.0027545,0.42175,7.57E-09
937,0.0027545,0.4315,7.95E-09
938,0.0027545,0.44125,8.32E-09
939,0.0027545,0.451,8.69E-09
940,0.0027545,0.46075,9.05E-09
941,0.0027545,0.4705,9.41E-09
942,0.0027545,0.48025,9.74E-09
943,0.0027545,0.49,1.00E-08
944,0.00287925,0.1,1.93E-09
945,0.00287925,0.10975,1.80E-09
946,0.00287925,0.1195,1.69E-09
947,0.00287925,0.12925,1.61E-09
948,0.00287925,0.139,1.58E-09
949,0.00287925,0.14875,1.59E-09
950,0.00287925,0.1585,1.65E-09
951,0.00287925,0.16825,1.77E-09
952,0.00287925,0.178,1.92E-09
953,0.00287925,0.18775,2.12E-09
954,0.00287925,0.1975,2.34E-09
955,0.00287925,0.20725,2.59E-09
956,0.00287925,0.217,2.85E-09
957,0.00287925,0.22675,3.14E-09
958,0.00287925,0.2365,3.43E-09
959,0.00287925,0.24625,3.75E-09
960,0.00287925,0.256,4.07E-09
961,0.00287925,0.26575,4.40E-09
962,0.00287925,0.2755,4.74E-09
963,0.00287925,0.28525,5.09E-09
964,0.00287925,0.295,5.45E-09
965,0.00287925,0.30475,5.81E-09
966,0.00287925,0.3145,6.18E-09
967,0.00287925,0.32425,6.55E-09
968,0.00287925,0.334,6.93E-09
969,0.00287925,0.34375,7.31E-09
970,0.00287925,0.3535,7.68E-09
971,0.00287925,0.36325,8.07E-09
972,0.00287925,0.373,8.46E-09
973,0.00287925,0.38275,8.85E-09
974,0.00287925,0.3925,9.25E-09
975,0.00287925,0.40225,9.64E-09
976,0.00287925,0.412,1.00E-08
977,0.00287925,0.42175,1.04E-08
978,0.00287925,0.4315,1.08E-08
979,0.00287925,0.44125,1.12E-08
980,0.00287925,0.451,1.16E-08
981,0.00287925,0.46075,1.20E-08
982,0.00287925,0.4705,1.24E-08
983,0.00287925,0.48025,1.27E-08
984,0.00287925,0.49,1.30E-08
985,0.003004,0.1,1.97E-09
986,0.003004,0.10975,2.15E-09
987,0.003004,0.1195,2.36E-09
988,0.003004,0.12925,2.58E-09
989,0.003004,0.139,2.82E-09
990,0.003004,0.14875,3.07E-09
991,0.003004,0.1585,3.33E-09
992,0.003004,0.16825,3.61E-09
993,0.003004,0.178,3.90E-09
994,0.003004,0.18775,4.20E-09
995,0.003004,0.1975,4.51E-09
996,0.003004,0.20725,4.83E-09
997,0.003004,0.217,5.16E-09
998,0.003004,0.22675,5.49E-09
999,0.003004,0.2365,5.83E-09
1000,0.003004,0.24625,6.19E-09
1001,0.003004,0.256,6.54E-09
1002,0.003004,0.26575,6.91E-09
1003,0.003004,0.2755,7.27E-09
1004,0.003004,0.28525,7.65E-09
1005,0.003004,0.295,8.04E-09
1006,0.003004,0.30475,8.42E-09
1007,0.003004,0.3145,8.81E-09
1008,0.003004,0.32425,9.21E-09
1009,0.003004,0.334,9.61E-09
1010,0.003004,0.34375,1.00E-08
1011,0.003004,0.3535,1.04E-08
1012,0.003004,0.36325,1.08E-08
1013,0.003004,0.373,1.12E-08
1014,0.003004,0.38275,1.16E-08
1015,0.003004,0.3925,1.21E-08
1016,0.003004,0.40225,1.25E-08
1017,0.003004,0.412,1.29E-08
1018,0.003004,0.42175,1.33E-08
1019,0.003004,0.4315,1.37E-08
1020,0.003004,0.44125,1.41E-08
1021,0.003004,0.451,1.45E-08
1022,0.003004,0.46075,1.49E-08
1023,0.003004,0.4705,1.53E-08
1024,0.003004,0.48025,1.57E-08
1025,0.003004,0.49,1.60E-08
1026,0.00312875,0.1,3.93E-09
1027,0.00312875,0.10975,4.18E-09
1028,0.00312875,0.1195,4.45E-09
1029,0.00312875,0.12925,4.73E-09
1030,0.00312875,0.139,5.02E-09
1031,0.00312875,0.14875,5.31E-09
1032,0.00312875,0.1585,5.61E-09
1033,0.00312875,0.16825,5.93E-09
1034,0.00312875,0.178,6.25E-09
1035,0.00312875,0.18775,6.58E-09
1036,0.00312875,0.1975,6.92E-09
1037,0.00312875,0.20725,7.26E-09
1038,0.00312875,0.217,7.61E-09
1039,0.00312875,0.22675,7.97E-09
1040,0.00312875,0.2365,8.33E-09
1041,0.00312875,0.24625,8.71E-09
1042,0.00312875,0.256,9.08E-09
1043,0.00312875,0.26575,9.47E-09
1044,0.00312875,0.2755,9.86E-09
1045,0.00312875,0.28525,1.03E-08
1046,0.00312875,0.295,1.07E-08
1047,0.00312875,0.30475,1.11E-08
1048,0.00312875,0.3145,1.15E-08
1049,0.00312875,0.32425,1.19E-08
1050,0.00312875,0.334,1.23E-08
1051,0.00312875,0.34375,1.27E-08
1052,0.00312875,0.3535,1.31E-08
1053,0.00312875,0.36325,1.36E-08
1054,0.00312875,0.373,1.40E-08
1055,0.00312875,0.38275,1.44E-08
1056,0.00312875,0.3925,1.49E-08
1057,0.00312875,0.40225,1.53E-08
1058,0.00312875,0.412,1.57E-08
1059,0.00312875,0.42175,1.62E-08
1060,0.00312875,0.4315,1.66E-08
1061,0.00312875,0.44125,1.70E-08
1062,0.00312875,0.451,1.75E-08
1063,0.00312875,0.46075,1.79E-08
1064,0.00312875,0.4705,1.83E-08
1065,0.00312875,0.48025,1.87E-08
1066,0.00312875,0.49,1.90E-08
1067,0.0032535,0.1,6.19E-09
1068,0.0032535,0.10975,6.47E-09
1069,0.0032535,0.1195,6.76E-09
1070,0.0032535,0.12925,7.06E-09
1071,0.0032535,0.139,7.36E-09
1072,0.0032535,0.14875,7.68E-09
1073,0.0032535,0.1585,8.00E-09
1074,0.0032535,0.16825,8.33E-09
1075,0.0032535,0.178,8.67E-09
1076,0.0032535,0.18775,9.02E-09
1077,0.0032535,0.1975,9.37E-09
1078,0.0032535,0.20725,9.74E-09
1079,0.0032535,0.217,1.01E-08
1080,0.0032535,0.22675,1.05E-08
1081,0.0032535,0.2365,1.09E-08
1082,0.0032535,0.24625,1.13E-08
1083,0.0032535,0.256,1.16E-08
1084,0.0032535,0.26575,1.21E-08
1085,0.0032535,0.2755,1.25E-08
1086,0.0032535,0.28525,1.29E-08
1087,0.0032535,0.295,1.33E-08
1088,0.0032535,0.30475,1.37E-08
1089,0.0032535,0.3145,1.41E-08
1090,0.0032535,0.32425,1.46E-08
1091,0.0032535,0.334,1.50E-08
1092,0.0032535,0.34375,1.55E-08
1093,0.0032535,0.3535,1.59E-08
1094,0.0032535,0.36325,1.63E-08
1095,0.0032535,0.373,1.68E-08
1096,0.0032535,0.38275,1.72E-08
1097,0.0032535,0.3925,1.77E-08
1098,0.0032535,0.40225,1.81E-08
1099,0.0032535,0.412,1.86E-08
1100,0.0032535,0.42175,1.90E-08
1101,0.0032535,0.4315,1.95E-08
1102,0.0032535,0.44125,1.99E-08
1103,0.0032535,0.451,2.04E-08
1104,0.0032535,0.46075,2.08E-08
1105,0.0032535,0.4705,2.12E-08
1106,0.0032535,0.48025,2.16E-08
1107,0.0032535,0.49,2.20E-08
1108,0.00337825,0.1,8.52E-09
1109,0.00337825,0.10975,8.81E-09
1110,0.00337825,0.1195,9.12E-09
1111,0.00337825,0.12925,9.43E-09
1112,0.00337825,0.139,9.75E-09
1113,0.00337825,0.14875,1.01E-08
1114,0.00337825,0.1585,1.04E-08
1115,0.00337825,0.16825,1.08E-08
1116,0.00337825,0.178,1.11E-08
1117,0.00337825,0.18775,1.15E-08
1118,0.00337825,0.1975,1.19E-08
1119,0.00337825,0.20725,1.22E-08
1120,0.00337825,0.217,1.26E-08
1121,0.00337825,0.22675,1.30E-08
1122,0.00337825,0.2365,1.34E-08
1123,0.00337825,0.24625,1.38E-08
1124,0.00337825,0.256,1.42E-08
1125,0.00337825,0.26575,1.46E-08
1126,0.00337825,0.2755,1.51E-08
1127,0.00337825,0.28525,1.55E-08
1128,0.00337825,0.295,1.59E-08
1129,0.00337825,0.30475,1.64E-08
1130,0.00337825,0.3145,1.68E-08
1131,0.00337825,0.32425,1.73E-08
1132,0.00337825,0.334,1.77E-08
1133,0.00337825,0.34375,1.82E-08
1134,0.00337825,0.3535,1.86E-08
1135,0.00337825,0.36325,1.91E-08
1136,0.00337825,0.373,1.96E-08
1137,0.00337825,0.38275,2.00E-08
1138,0.00337825,0.3925,2.05E-08
1139,0.00337825,0.40225,2.10E-08
1140,0.00337825,0.412,2.14E-08
1141,0.00337825,0.42175,2.19E-08
1142,0.00337825,0.4315,2.24E-08
1143,0.00337825,0.44125,2.28E-08
1144,0.00337825,0.451,2.33E-08
1145,0.00337825,0.46075,2.38E-08
1146,0.00337825,0.4705,2.42E-08
1147,0.00337825,0.48025,2.46E-08
1148,0.00337825,0.49,2.50E-08
1149,0.003503,0.1,1.09E-08
1150,0.003503,0.10975,1.12E-08
1151,0.003503,0.1195,1.15E-08
1152,0.003503,0.12925,1.18E-08
1153,0.003503,0.139,1.22E-08
1154,0.003503,0.14875,1.25E-08
1155,0.003503,0.1585,1.28E-08
1156,0.003503,0.16825,1.32E-08
1157,0.003503,0.178,1.36E-08
1158,0.003503,0.18775,1.40E-08
1159,0.003503,0.1975,1.43E-08
1160,0.003503,0.20725,1.47E-08
1161,0.003503,0.217,1.51E-08
1162,0.003503,0.22675,1.55E-08
1163,0.003503,0.2365,1.60E-08
1164,0.003503,0.24625,1.64E-08
1165,0.003503,0.256,1.68E-08
1166,0.003503,0.26575,1.72E-08
1167,0.003503,0.2755,1.77E-08
1168,0.003503,0.28525,1.81E-08
1169,0.003503,0.295,1.86E-08
1170,0.003503,0.30475,1.91E-08
1171,0.003503,0.3145,1.95E-08
1172,0.003503,0.32425,2.00E-08
1173,0.003503,0.334,2.05E-08
1174,0.003503,0.34375,2.09E-08
1175,0.003503,0.3535,2.14E-08
1176,0.003503,0.36325,2.19E-08
1177,0.003503,0.373,2.24E-08
1178,0.003503,0.38275,2.28E-08
1179,0.003503,0.3925,2.33E-08
1180,0.003503,0.40225,2.38E-08
1181,0.003503,0.412,2.43E-08
1182,0.003503,0.42175,2.48E-08
1183,0.003503,0.4315,2.53E-08
1184,0.003503,0.44125,2.58E-08
1185,0.003503,0.451,2.62E-08
1186,0.003503,0.46075,2.67E-08
1187,0.003503,0.4705,2.72E-08
1188,0.003503,0.48025,2.76E-08
1189,0.003503,0.49,2.80E-08
1190,0.00362775,0.1,1.32E-08
1191,0.00362775,0.10975,1.36E-08
1192,0.00362775,0.1195,1.39E-08
1193,0.00362775,0.12925,1.42E-08
1194,0.00362775,0.139,1.46E-08
1195,0.00362775,0.14875,1.49E-08
1196,0.00362775,0.1585,1.53E-08
1197,0.00362775,0.16825,1.57E-08
1198,0.00362775,0.178,1.60E-08
1199,0.00362775,0.18775,1.64E-08
1200,0.00362775,0.1975,1.68E-08
1201,0.00362775,0.20725,1.72E-08
1202,0.00362775,0.217,1.77E-08
1203,0.00362775,0.22675,1.81E-08
1204,0.00362775,0.2365,1.85E-08
1205,0.00362775,0.24625,1.90E-08
1206,0.00362775,0.256,1.94E-08
1207,0.00362775,0.26575,1.98E-08
1208,0.00362775,0.2755,2.03E-08
1209,0.00362775,0.28525,2.08E-08
1210,0.00362775,0.295,2.12E-08
1211,0.00362775,0.30475,2.17E-08
1212,0.00362775,0.3145,2.22E-08
1213,0.00362775,0.32425,2.27E-08
1214,0.00362775,0.334,2.32E-08
1215,0.00362775,0.34375,2.37E-08
1216,0.00362775,0.3535,2.42E-08
1217,0.00362775,0.36325,2.46E-08
1218,0.00362775,0.373,2.51E-08
1219,0.00362775,0.38275,2.57E-08
1220,0.00362775,0.3925,2.62E-08
1221,0.00362775,0.40225,2.67E-08
1222,0.00362775,0.412,2.72E-08
1223,0.00362775,0.42175,2.77E-08
1224,0.00362775,0.4315,2.82E-08
1225,0.00362775,0.44125,2.87E-08
1226,0.00362775,0.451,2.92E-08
1227,0.00362775,0.46075,2.97E-08
1228,0.00362775,0.4705,3.01E-08
1229,0.00362775,0.48025,3.06E-08
1230,0.00362775,0.49,3.10E-08
1231,0.0037525,0.1,1.56E-08
1232,0.0037525,0.10975,1.59E-08
1233,0.0037525,0.1195,1.63E-08
1234,0.0037525,0.12925,1.66E-08
1235,0.0037525,0.139,1.70E-08
1236,0.0037525,0.14875,1.74E-08
1237,0.0037525,0.1585,1.77E-08
1238,0.0037525,0.16825,1.81E-08
1239,0.0037525,0.178,1.85E-08
1240,0.0037525,0.18775,1.89E-08
1241,0.0037525,0.1975,1.93E-08
1242,0.0037525,0.20725,1.98E-08
1243,0.0037525,0.217,2.02E-08
1244,0.0037525,0.22675,2.06E-08
1245,0.0037525,0.2365,2.11E-08
1246,0.0037525,0.24625,2.15E-08
1247,0.0037525,0.256,2.20E-08
1248,0.0037525,0.26575,2.25E-08
1249,0.0037525,0.2755,2.29E-08
1250,0.0037525,0.28525,2.34E-08
1251,0.0037525,0.295,2.39E-08
1252,0.0037525,0.30475,2.44E-08
1253,0.0037525,0.3145,2.49E-08
1254,0.0037525,0.32425,2.54E-08
1255,0.0037525,0.334,2.59E-08
1256,0.0037525,0.34375,2.64E-08
1257,0.0037525,0.3535,2.69E-08
1258,0.0037525,0.36325,2.74E-08
1259,0.0037525,0.373,2.79E-08
1260,0.0037525,0.38275,2.85E-08
1261,0.0037525,0.3925,2.90E-08
1262,0.0037525,0.40225,2.95E-08
1263,0.0037525,0.412,3.00E-08
1264,0.0037525,0.42175,3.05E-08
1265,0.0037525,0.4315,3.11E-08
1266,0.0037525,0.44125,3.16E-08
1267,0.0037525,0.451,3.21E-08
1268,0.0037525,0.46075,3.26E-08
1269,0.0037525,0.4705,3.31E-08
1270,0.0037525,0.48025,3.35E-08
1271,0.0037525,0.49,3.40E-08
1272,0.00387725,0.1,1.80E-08
1273,0.00387725,0.10975,1.83E-08
1274,0.00387725,0.1195,1.87E-08
1275,0.00387725,0.12925,1.90E-08
1276,0.00387725,0.139,1.94E-08
1277,0.00387725,0.14875,1.98E-08
1278,0.00387725,0.1585,2.02E-08
1279,0.00387725,0.16825,2.06E-08
1280,0.00387725,0.178,2.10E-08
1281,0.00387725,0.18775,2.14E-08
1282,0.00387725,0.1975,2.18E-08
1283,0.00387725,0.20725,2.23E-08
1284,0.00387725,0.217,2.27E-08
1285,0.00387725,0.22675,2.32E-08
1286,0.00387725,0.2365,2.36E-08
1287,0.00387725,0.24625,2.41E-08
1288,0.00387725,0.256,2.46E-08
1289,0.00387725,0.26575,2.51E-08
1290,0.00387725,0.2755,2.55E-08
1291,0.00387725,0.28525,2.60E-08
1292,0.00387725,0.295,2.66E-08
1293,0.00387725,0.30475,2.71E-08
1294,0.00387725,0.3145,2.76E-08
1295,0.00387725,0.32425,2.81E-08
1296,0.00387725,0.334,2.86E-08
1297,0.00387725,0.34375,2.91E-08
1298,0.00387725,0.3535,2.97E-08
1299,0.00387725,0.36325,3.02E-08
1300,0.00387725,0.373,3.07E-08
1301,0.00387725,0.38275,3.13E-08
1302,0.00387725,0.3925,3.18E-08
1303,0.00387725,0.40225,3.24E-08
1304,0.00387725,0.412,3.29E-08
1305,0.00387725,0.42175,3.34E-08
1306,0.00387725,0.4315,3.40E-08
1307,0.00387725,0.44125,3.45E-08
1308,0.00387725,0.451,3.50E-08
1309,0.00387725,0.46075,3.55E-08
1310,0.00387725,0.4705,3.60E-08
1311,0.00387725,0.48025,3.65E-08
1312,0.00387725,0.49,3.69E-08
1313,0.004002,0.1,2.04E-08
1314,0.004002,0.10975,2.07E-08
1315,0.004002,0.1195,2.11E-08
1316,0.004002,0.12925,2.14E-08
1317,0.004002,0.139,2.18E-08
1318,0.004002,0.14875,2.22E-08
1319,0.004002,0.1585,2.26E-08
1320,0.004002,0.16825,2.30E-08
1321,0.004002,0.178,2.35E-08
1322,0.004002,0.18775,2.39E-08
1323,0.004002,0.1975,2.43E-08
1324,0.004002,0.20725,2.48E-08
1325,0.004002,0.217,2.52E-08
1326,0.004002,0.22675,2.57E-08
1327,0.004002,0.2365,2.62E-08
1328,0.004002,0.24625,2.67E-08
1329,0.004002,0.256,2.72E-08
1330,0.004002,0.26575,2.77E-08
1331,0.004002,0.2755,2.82E-08
1332,0.004002,0.28525,2.87E-08
1333,0.004002,0.295,2.92E-08
1334,0.004002,0.30475,2.97E-08
1335,0.004002,0.3145,3.03E-08
1336,0.004002,0.32425,3.08E-08
1337,0.004002,0.334,3.13E-08
1338,0.004002,0.34375,3.19E-08
1339,0.004002,0.3535,3.24E-08
1340,0.004002,0.36325,3.30E-08
1341,0.004002,0.373,3.35E-08
1342,0.004002,0.38275,3.41E-08
1343,0.004002,0.3925,3.46E-08
1344,0.004002,0.40225,3.52E-08
1345,0.004002,0.412,3.57E-08
1346,0.004002,0.42175,3.63E-08
1347,0.004002,0.4315,3.69E-08
1348,0.004002,0.44125,3.74E-08
1349,0.004002,0.451,3.80E-08
1350,0.004002,0.46075,3.85E-08
1351,0.004002,0.4705,3.90E-08
1352,0.004002,0.48025,3.95E-08
1353,0.004002,0.49,3.99E-08
1354,0.00412675,0.1,2.27E-08
1355,0.00412675,0.10975,2.31E-08
1356,0.00412675,0.1195,2.35E-08
1357,0.00412675,0.12925,2.39E-08
1358,0.00412675,0.139,2.43E-08
1359,0.00412675,0.14875,2.47E-08
1360,0.00412675,0.1585,2.51E-08
1361,0.00412675,0.16825,2.55E-08
1362,0.00412675,0.178,2.59E-08
1363,0.00412675,0.18775,2.64E-08
1364,0.00412675,0.1975,2.68E-08
1365,0.00412675,0.20725,2.73E-08
1366,0.00412675,0.217,2.78E-08
1367,0.00412675,0.22675,2.83E-08
1368,0.00412675,0.2365,2.87E-08
1369,0.00412675,0.24625,2.93E-08
1370,0.00412675,0.256,2.98E-08
1371,0.00412675,0.26575,3.03E-08
1372,0.00412675,0.2755,3.08E-08
1373,0.00412675,0.28525,3.13E-08
1374,0.00412675,0.295,3.19E-08
1375,0.00412675,0.30475,3.24E-08
1376,0.00412675,0.3145,3.30E-08
1377,0.00412675,0.32425,3.35E-08
1378,0.00412675,0.334,3.41E-08
1379,0.00412675,0.34375,3.46E-08
1380,0.00412675,0.3535,3.52E-08
1381,0.00412675,0.36325,3.57E-08
1382,0.00412675,0.373,3.63E-08
1383,0.00412675,0.38275,3.69E-08
1384,0.00412675,0.3925,3.75E-08
1385,0.00412675,0.40225,3.80E-08
1386,0.00412675,0.412,3.86E-08
1387,0.00412675,0.42175,3.92E-08
1388,0.00412675,0.4315,3.98E-08
1389,0.00412675,0.44125,4.03E-08
1390,0.00412675,0.451,4.09E-08
1391,0.00412675,0.46075,4.14E-08
1392,0.00412675,0.4705,4.20E-08
1393,0.00412675,0.48025,4.25E-08
1394,0.00412675,0.49,4.29E-08
1395,0.0042515,0.1,2.51E-08
1396,0.0042515,0.10975,2.55E-08
1397,0.0042515,0.1195,2.59E-08
1398,0.0042515,0.12925,2.63E-08
1399,0.0042515,0.139,2.67E-08
1400,0.0042515,0.14875,2.71E-08
1401,0.0042515,0.1585,2.75E-08
1402,0.0042515,0.16825,2.80E-08
1403,0.0042515,0.178,2.84E-08
1404,0.0042515,0.18775,2.89E-08
1405,0.0042515,0.1975,2.93E-08
1406,0.0042515,0.20725,2.98E-08
1407,0.0042515,0.217,3.03E-08
