Iteration,E,nu,RMSE
1408,0.0042515,0.22675,3.08E-08
1409,0.0042515,0.2365,3.13E-08
1410,0.0042515,0.24625,3.18E-08
1411,0.0042515,0.256,3.23E-08
1412,0.0042515,0.26575,3.29E-08
1413,0.0042515,0.2755,3.34E-08
1414,0.0042515,0.28525,3.40E-08
1415,0.0042515,0.295,3.45E-08
1416,0.0042515,0.30475,3.51E-08
1417,0.0042515,0.3145,3.56E-08
1418,0.0042515,0.32425,3.62E-08
1419,0.0042515,0.334,3.68E-08
1420,0.0042515,0.34375,3.74E-08
1421,0.0042515,0.3535,3.79E-08
1422,0.0042515,0.36325,3.85E-08
1423,0.0042515,0.373,3.91E-08
1424,0.0042515,0.38275,3.97E-08
1425,0.0042515,0.3925,4.03E-08
1426,0.0042515,0.40225,4.09E-08
1427,0.0042515,0.412,4.15E-08
1428,0.0042515,0.42175,4.21E-08
1429,0.0042515,0.4315,4.27E-08
1430,0.0042515,0.44125,4.32E-08
1431,0.0042515,0.451,4.38E-08
1432,0.0042515,0.46075,4.44E-08
1433,0.0042515,0.4705,4.49E-08
1434,0.0042515,0.48025,4.54E-08
1435,0.0042515,0.49,4.59E-08
1436,0.00437625,0.1,2.75E-08
1437,0.00437625,0.10975,2.79E-08
1438,0.00437625,0.1195,2.83E-08
1439,0.00437625,0.12925,2.87E-08
1440,0.00437625,0.139,2.91E-08
1441,0.00437625,0.14875,2.95E-08
1442,0.00437625,0.1585,3.00E-08
1443,0.00437625,0.16825,3.04E-08
1444,0.00437625,0.178,3.09E-08
1445,0.00437625,0.18775,3.14E-08
1446,0.00437625,0.1975,3.18E-08
1447,0.00437625,0.20725,3.23E-08
1448,0.00437625,0.217,3.28E-08
1449,0.00437625,0.22675,3.34E-08
1450,0.00437625,0.2365,3.39E-08
1451,0.00437625,0.24625,3.44E-08
1452,0.00437625,0.256,3.49E-08
1453,0.00437625,0.26575,3.55E-08
1454,0.00437625,0.2755,3.60E-08
1455,0.00437625,0.28525,3.66E-08
1456,0.00437625,0.295,3.72E-08
1457,0.00437625,0.30475,3.78E-08
1458,0.00437625,0.3145,3.83E-08
1459,0.00437625,0.32425,3.89E-08
1460,0.00437625,0.334,3.95E-08
1461,0.00437625,0.34375,4.01E-08
1462,0.00437625,0.3535,4.07E-08
1463,0.00437625,0.36325,4.13E-08
1464,0.00437625,0.373,4.19E-08
1465,0.00437625,0.38275,4.25E-08
1466,0.00437625,0.3925,4.31E-08
1467,0.00437625,0.40225,4.37E-08
1468,0.00437625,0.412,4.43E-08
1469,0.00437625,0.42175,4.49E-08
1470,0.00437625,0.4315,4.56E-08
1471,0.00437625,0.44125,4.62E-08
1472,0.00437625,0.451,4.68E-08
1473,0.00437625,0.46075,4.73E-08
1474,0.00437625,0.4705,4.79E-08
1475,0.00437625,0.48025,4.84E-08
1476,0.00437625,0.49,4.89E-08
1477,0.004501,0.1,2.99E-08
1478,0.004501,0.10975,3.03E-08
1479,0.004501,0.1195,3.07E-08
1480,0.004501,0.12925,3.11E-08
1481,0.004501,0.139,3.15E-08
1482,0.004501,0.14875,3.20E-08
1483,0.004501,0.1585,3.24E-08
1484,0.004501,0.16825,3.29E-08
1485,0.004501,0.178,3.34E-08
1486,0.004501,0.18775,3.39E-08
1487,0.004501,0.1975,3.44E-08
1488,0.004501,0.20725,3.49E-08
1489,0.004501,0.217,3.54E-08
1490,0.004501,0.22675,3.59E-08
1491,0.004501,0.2365,3.64E-08
1492,0.004501,0.24625,3.70E-08
1493,0.004501,0.256,3.75E-08
1494,0.004501,0.26575,3.81E-08
1495,0.004501,0.2755,3.87E-08
1496,0.004501,0.28525,3.92E-08
1497,0.004501,0.295,3.98E-08
1498,0.004501,0.30475,4.04E-08
1499,0.004501,0.3145,4.10E-08
1500,0.004501,0.32425,4.16E-08
1501,0.004501,0.334,4.22E-08
1502,0.004501,0.34375,4.28E-08
1503,0.004501,0.3535,4.35E-08
1504,0.004501,0.36325,4.41E-08
1505,0.004501,0.373,4.47E-08
1506,0.004501,0.38275,4.53E-08
1507,0.004501,0.3925,4.60E-08
1508,0.004501,0.40225,4.66E-08
1509,0.004501,0.412,4.72E-08
1510,0.004501,0.42175,4.78E-08
1511,0.004501,0.4315,4.85E-08
1512,0.004501,0.44125,4.91E-08
1513,0.004501,0.451,4.97E-08
1514,0.004501,0.46075,5.03E-08
1515,0.004501,0.4705,5.08E-08
1516,0.004501,0.48025,5.14E-08
1517,0.004501,0.49,5.19E-08
1518,0.00462575,0.1,3.22E-08
1519,0.00462575,0.10975,3.27E-08
1520,0.00462575,0.1195,3.31E-08
1521,0.00462575,0.12925,3.35E-08
1522,0.00462575,0.139,3.40E-08
1523,0.00462575,0.14875,3.44E-08
1524,0.00462575,0.1585,3.49E-08
1525,0.00462575,0.16825,3.54E-08
1526,0.00462575,0.178,3.58E-08
1527,0.00462575,0.18775,3.63E-08
1528,0.00462575,0.1975,3.69E-08
1529,0.00462575,0.20725,3.74E-08
1530,0.00462575,0.217,3.79E-08
1531,0.00462575,0.22675,3.84E-08
1532,0.00462575,0.2365,3.90E-08
1533,0.00462575,0.24625,3.96E-08
1534,0.00462575,0.256,4.01E-08
1535,0.00462575,0.26575,4.07E-08
1536,0.00462575,0.2755,4.13E-08
1537,0.00462575,0.28525,4.19E-08
1538,0.00462575,0.295,4.25E-08
1539,0.00462575,0.30475,4.31E-08
1540,0.00462575,0.3145,4.37E-08
1541,0.00462575,0.32425,4.43E-08
1542,0.00462575,0.334,4.50E-08
1543,0.00462575,0.34375,4.56E-08
1544,0.00462575,0.3535,4.62E-08
1545,0.00462575,0.36325,4.69E-08
1546,0.00462575,0.373,4.75E-08
1547,0.00462575,0.38275,4.81E-08
1548,0.00462575,0.3925,4.88E-08
1549,0.00462575,0.40225,4.94E-08
1550,0.00462575,0.412,5.01E-08
1551,0.00462575,0.42175,5.07E-08
1552,0.00462575,0.4315,5.14E-08
1553,0.00462575,0.44125,5.20E-08
1554,0.00462575,0.451,5.26E-08
1555,0.00462575,0.46075,5.32E-08
1556,0.00462575,0.4705,5.38E-08
1557,0.00462575,0.48025,5.44E-08
1558,0.00462575,0.49,5.49E-08
1559,0.0047505,0.1,3.46E-08
1560,0.0047505,0.10975,3.50E-08
1561,0.0047505,0.1195,3.55E-08
1562,0.0047505,0.12925,3.59E-08
1563,0.0047505,0.139,3.64E-08
1564,0.0047505,0.14875,3.69E-08
1565,0.0047505,0.1585,3.73E-08
1566,0.0047505,0.16825,3.78E-08
1567,0.0047505,0.178,3.83E-08
1568,0.0047505,0.18775,3.88E-08
1569,0.0047505,0.1975,3.94E-08
1570,0.0047505,0.20725,3.99E-08
1571,0.0047505,0.217,4.04E-08
1572,0.0047505,0.22675,4.10E-08
1573,0.0047505,0.2365,4.16E-08
1574,0.0047505,0.24625,4.21E-08
1575,0.0047505,0.256,4.27E-08
1576,0.0047505,0.26575,4.33E-08
1577,0.0047505,0.2755,4.39E-08
1578,0.0047505,0.28525,4.45E-08
1579,0.0047505,0.295,4.52E-08
1580,0.0047505,0.30475,4.58E-08
1581,0.0047505,0.3145,4.64E-08
1582,0.0047505,0.32425,4.70E-08
1583,0.0047505,0.334,4.77E-08
1584,0.0047505,0.34375,4.83E-08
1585,0.0047505,0.3535,4.90E-08
1586,0.0047505,0.36325,4.96E-08
1587,0.0047505,0.373,5.03E-08
1588,0.0047505,0.38275,5.09E-08
1589,0.0047505,0.3925,5.16E-08
1590,0.0047505,0.40225,5.23E-08
1591,0.0047505,0.412,5.29E-08
1592,0.0047505,0.42175,5.36E-08
1593,0.0047505,0.4315,5.42E-08
1594,0.0047505,0.44125,5.49E-08
1595,0.0047505,0.451,5.56E-08
1596,0.0047505,0.46075,5.62E-08
1597,0.0047505,0.4705,5.68E-08
1598,0.0047505,0.48025,5.73E-08
1599,0.0047505,0.49,5.79E-08
1600,0.00487525,0.1,3.70E-08
1601,0.00487525,0.10975,3.74E-08
1602,0.00487525,0.1195,3.79E-08
1603,0.00487525,0.12925,3.83E-08
1604,0.00487525,0.139,3.88E-08
1605,0.00487525,0.14875,3.93E-08
1606,0.00487525,0.1585,3.98E-08
1607,0.00487525,0.16825,4.03E-08
1608,0.00487525,0.178,4.08E-08
1609,0.00487525,0.18775,4.13E-08
1610,0.00487525,0.1975,4.19E-08
1611,0.00487525,0.20725,4.24E-08
1612,0.00487525,0.217,4.30E-08
1613,0.00487525,0.22675,4.35E-08
1614,0.00487525,0.2365,4.41E-08
1615,0.00487525,0.24625,4.47E-08
1616,0.00487525,0.256,4.53E-08
1617,0.00487525,0.26575,4.59E-08
1618,0.00487525,0.2755,4.65E-08
1619,0.00487525,0.28525,4.72E-08
1620,0.00487525,0.295,4.78E-08
1621,0.00487525,0.30475,4.85E-08
1622,0.00487525,0.3145,4.91E-08
1623,0.00487525,0.32425,4.98E-08
1624,0.00487525,0.334,5.04E-08
1625,0.00487525,0.34375,5.11E-08
1626,0.00487525,0.3535,5.17E-08
1627,0.00487525,0.36325,5.24E-08
1628,0.00487525,0.373,5.31E-08
1629,0.00487525,0.38275,5.38E-08
1630,0.00487525,0.3925,5.44E-08
1631,0.00487525,0.40225,5.51E-08
1632,0.00487525,0.412,5.58E-08
1633,0.00487525,0.42175,5.65E-08
1634,0.00487525,0.4315,5.71E-08
1635,0.00487525,0.44125,5.78E-08
1636,0.00487525,0.451,5.85E-08
1637,0.00487525,0.46075,5.91E-08
1638,0.00487525,0.4705,5.97E-08
1639,0.00487525,0.48025,6.03E-08
1640,0.00487525,0.49,6.09E-08
1641,0.005,0.1,3.94E-08
1642,0.005,0.10975,3.98E-08
1643,0.005,0.1195,4.03E-08
1644,0.005,0.12925,4.08E-08
1645,0.005,0.139,4.12E-08
1646,0.005,0.14875,4.17E-08
1647,0.005,0.1585,4.22E-08
1648,0.005,0.16825,4.28E-08
1649,0.005,0.178,4.33E-08
1650,0.005,0.18775,4.38E-08
1651,0.005,0.1975,4.44E-08
1652,0.005,0.20725,4.49E-08
1653,0.005,0.217,4.55E-08
1654,0.005,0.22675,4.61E-08
1655,0.005,0.2365,4.67E-08
1656,0.005,0.24625,4.73E-08
1657,0.005,0.256,4.79E-08
1658,0.005,0.26575,4.85E-08
1659,0.005,0.2755,4.92E-08
1660,0.005,0.28525,4.98E-08
1661,0.005,0.295,5.05E-08
1662,0.005,0.30475,5.11E-08
1663,0.005,0.3145,5.18E-08
1664,0.005,0.32425,5.25E-08
1665,0.005,0.334,5.31E-08
1666,0.005,0.34375,5.38E-08
1667,0.005,0.3535,5.45E-08
1668,0.005,0.36325,5.52E-08
1669,0.005,0.373,5.59E-08
1670,0.005,0.38275,5.66E-08
1671,0.005,0.3925,5.73E-08
1672,0.005,0.40225,5.80E-08
1673,0.005,0.412,5.87E-08
1674,0.005,0.42175,5.93E-08
1675,0.005,0.4315,6.00E-08
1676,0.005,0.44125,6.07E-08
1677,0.005,0.451,6.14E-08
1678,0.005,0.46075,6.21E-08
1679,0.005,0.4705,6.27E-08
1680,0.005,0.48025,6.33E-08
1681,0.005,0.49,6.39E-08
