Iteration,E,nu,RMSE
784,2380.25,0.139,9.94E-09
785,2380.25,0.14875,9.71E-09
786,2380.25,0.1585,9.47E-09
787,2380.25,0.16825,9.23E-09
788,2380.25,0.178,8.98E-09
789,2380.25,0.18775,8.73E-09
790,2380.25,0.1975,8.47E-09
791,2380.25,0.20725,8.21E-09
792,2380.25,0.217,7.94E-09
793,2380.25,0.22675,7.67E-09
794,2380.25,0.2365,7.39E-09
795,2380.25,0.24625,7.10E-09
796,2380.25,0.256,6.82E-09
797,2380.25,0.26575,6.53E-09
798,2380.25,0.2755,6.24E-09
799,2380.25,0.28525,5.94E-09
800,2380.25,0.295,5.63E-09
801,2380.25,0.30475,5.33E-09
802,2380.25,0.3145,5.02E-09
803,2380.25,0.32425,4.72E-09
804,2380.25,0.334,4.41E-09
805,2380.25,0.34375,4.10E-09
806,2380.25,0.3535,3.79E-09
807,2380.25,0.36325,3.49E-09
808,2380.25,0.373,3.18E-09
809,2380.25,0.38275,2.88E-09
810,2380.25,0.3925,2.58E-09
811,2380.25,0.40225,2.29E-09
812,2380.25,0.412,2.02E-09
813,2380.25,0.42175,1.77E-09
814,2380.25,0.4315,1.54E-09
815,2380.25,0.44125,1.35E-09
816,2380.25,0.451,1.23E-09
817,2380.25,0.46075,1.18E-09
818,2380.25,0.4705,1.22E-09
819,2380.25,0.48025,1.33E-09
820,2380.25,0.49,1.47E-09
821,2505,0.1,8.45E-09
822,2505,0.10975,8.24E-09
823,2505,0.1195,8.01E-09
824,2505,0.12925,7.79E-09
825,2505,0.139,7.55E-09
826,2505,0.14875,7.31E-09
827,2505,0.1585,7.07E-09
828,2505,0.16825,6.81E-09
829,2505,0.178,6.56E-09
830,2505,0.18775,6.29E-09
831,2505,0.1975,6.02E-09
832,2505,0.20725,5.75E-09
833,2505,0.217,5.48E-09
834,2505,0.22675,5.20E-09
835,2505,0.2365,4.92E-09
836,2505,0.24625,4.62E-09
837,2505,0.256,4.34E-09
838,2505,0.26575,4.04E-09
839,2505,0.2755,3.75E-09
840,2505,0.28525,3.46E-09
841,2505,0.295,3.16E-09
842,2505,0.30475,2.87E-09
843,2505,0.3145,2.59E-09
844,2505,0.32425,2.32E-09
845,2505,0.334,2.07E-09
846,2505,0.34375,1.83E-09
847,2505,0.3535,1.64E-09
848,2505,0.36325,1.50E-09
849,2505,0.373,1.43E-09
850,2505,0.38275,1.44E-09
851,2505,0.3925,1.53E-09
852,2505,0.40225,1.69E-09
853,2505,0.412,1.90E-09
854,2505,0.42175,2.14E-09
855,2505,0.4315,2.41E-09
856,2505,0.44125,2.70E-09
857,2505,0.451,2.99E-09
858,2505,0.46075,3.29E-09
859,2505,0.4705,3.59E-09
860,2505,0.48025,3.88E-09
861,2505,0.49,4.12E-09
862,2629.75,0.1,6.13E-09
863,2629.75,0.10975,5.90E-09
864,2629.75,0.1195,5.67E-09
865,2629.75,0.12925,5.44E-09
866,2629.75,0.139,5.20E-09
867,2629.75,0.14875,4.95E-09
868,2629.75,0.1585,4.71E-09
869,2629.75,0.16825,4.45E-09
870,2629.75,0.178,4.19E-09
871,2629.75,0.18775,3.93E-09
872,2629.75,0.1975,3.67E-09
873,2629.75,0.20725,3.40E-09
874,2629.75,0.217,3.14E-09
875,2629.75,0.22675,2.88E-09
876,2629.75,0.2365,2.62E-09
877,2629.75,0.24625,2.37E-09
878,2629.75,0.256,2.14E-09
879,2629.75,0.26575,1.93E-09
880,2629.75,0.2755,1.75E-09
881,2629.75,0.28525,1.62E-09
882,2629.75,0.295,1.55E-09
883,2629.75,0.30475,1.56E-09
884,2629.75,0.3145,1.64E-09
885,2629.75,0.32425,1.79E-09
886,2629.75,0.334,1.99E-09
887,2629.75,0.34375,2.23E-09
888,2629.75,0.3535,2.49E-09
889,2629.75,0.36325,2.79E-09
890,2629.75,0.373,3.09E-09
891,2629.75,0.38275,3.41E-09
892,2629.75,0.3925,3.75E-09
893,2629.75,0.40225,4.08E-09
894,2629.75,0.412,4.42E-09
895,2629.75,0.42175,4.76E-09
896,2629.75,0.4315,5.11E-09
897,2629.75,0.44125,5.45E-09
898,2629.75,0.451,5.80E-09
899,2629.75,0.46075,6.14E-09
900,2629.75,0.4705,6.47E-09
901,2629.75,0.48025,6.79E-09
902,2629.75,0.49,7.06E-09
903,2754.5,0.1,3.87E-09
904,2754.5,0.10975,3.65E-09
905,2754.5,0.1195,3.43E-09
906,2754.5,0.12925,3.20E-09
907,2754.5,0.139,2.98E-09
908,2754.5,0.14875,2.75E-09
909,2754.5,0.1585,2.53E-09
910,2754.5,0.16825,2.32E-09
911,2754.5,0.178,2.12E-09
912,2754.5,0.18775,1.93E-09
913,2754.5,0.1975,1.78E-09
914,2754.5,0.20725,1.67E-09
915,2754.5,0.217,1.60E-09
916,2754.5,0.22675,1.60E-09
917,2754.5,0.2365,1.66E-09
918,2754.5,0.24625,1.79E-09
919,2754.5,0.256,1.96E-09
920,2754.5,0.26575,2.18E-09
921,2754.5,0.2755,2.42E-09
922,2754.5,0.28525,2.70E-09
923,2754.5,0.295,3.00E-09
924,2754.5,0.30475,3.31E-09
925,2754.5,0.3145,3.63E-09
926,2754.5,0.32425,3.96E-09
927,2754.5,0.334,4.30E-09
928,2754.5,0.34375,4.65E-09
929,2754.5,0.3535,5.00E-09
930,2754.5,0.36325,5.36E-09
931,2754.5,0.373,5.72E-09
932,2754.5,0.38275,6.09E-09
933,2754.5,0.3925,6.46E-09
934,2754.5,0.40225,6.83E-09
935,2754.5,0.412,7.20E-09
936,2754.5,0.42175,7.57E-09
937,2754.5,0.4315,7.95E-09
938,2754.5,0.44125,8.32E-09
939,2754.5,0.451,8.69E-09
940,2754.5,0.46075,9.05E-09
941,2754.5,0.4705,9.41E-09
942,2754.5,0.48025,9.74E-09
943,2754.5,0.49,1.00E-08
944,2879.25,0.1,1.93E-09
945,2879.25,0.10975,1.80E-09
946,2879.25,0.1195,1.69E-09
947,2879.25,0.12925,1.61E-09
948,2879.25,0.139,1.58E-09
949,2879.25,0.14875,1.59E-09
950,2879.25,0.1585,1.65E-09
951,2879.25,0.16825,1.77E-09
952,2879.25,0.178,1.92E-09
953,2879.25,0.18775,2.12E-09
954,2879.25,0.1975,2.34E-09
955,2879.25,0.20725,2.59E-09
956,2879.25,0.217,2.85E-09
957,2879.25,0.22675,3.14E-09
958,2879.25,0.2365,3.43E-09
959,2879.25,0.24625,3.75E-09
960,2879.25,0.256,4.07E-09
961,2879.25,0.26575,4.40E-09
962,2879.25,0.2755,4.74E-09
963,2879.25,0.28525,5.09E-09
964,2879.25,0.295,5.45E-09
965,2879.25,0.30475,5.81E-09
966,2879.25,0.3145,6.18E-09
967,2879.25,0.32425,6.55E-09
968,2879.25,0.334,6.93E-09
969,2879.25,0.34375,7.31E-09
970,2879.25,0.3535,7.68E-09
971,2879.25,0.36325,8.07E-09
972,2879.25,0.373,8.46E-09
973,2879.25,0.38275,8.85E-09
974,2879.25,0.3925,9.25E-09
975,2879.25,0.40225,9.64E-09
976,2879.25,0.412,1.00E-08
977,2879.25,0.42175,1.04E-08
978,2879.25,0.4315,1.08E-08
979,2879.25,0.44125,1.12E-08
980,2879.25,0.451,1.16E-08
981,2879.25,0.46075,1.20E-08
982,2879.25,0.4705,1.24E-08
983,2879.25,0.48025,1.27E-08
984,2879.25,0.49,1.30E-08
985,3004,0.1,1.97E-09
986,3004,0.10975,2.15E-09
987,3004,0.1195,2.36E-09
988,3004,0.12925,2.58E-09
989,3004,0.139,2.82E-09
990,3004,0.14875,3.07E-09
991,3004,0.1585,3.33E-09
992,3004,0.16825,3.61E-09
993,3004,0.178,3.90E-09
994,3004,0.18775,4.20E-09
995,3004,0.1975,4.51E-09
996,3004,0.20725,4.83E-09
997,3004,0.217,5.16E-09
998,3004,0.22675,5.49E-09
999,3004,0.2365,5.83E-09
1000,3004,0.24625,6.19E-09
1001,3004,0.256,6.54E-09
1002,3004,0.26575,6.91E-09
1003,3004,0.2755,7.27E-09
1004,3004,0.28525,7.65E-09
1005,3004,0.295,8.04E-09
1006,3004,0.30475,8.42E-09
1007,3004,0.3145,8.81E-09
1008,3004,0.32425,9.21E-09
1009,3004,0.334,9.61E-09
1010,3004,0.34375,1.00E-08
1011,3004,0.3535,1.04E-08
1012,3004,0.36325,1.08E-08
1013,3004,0.373,1.12E-08
1014,3004,0.38275,1.16E-08
1015,3004,0.3925,1.21E-08
1016,3004,0.40225,1.25E-08
1017,3004,0.412,1.29E-08
1018,3004,0.42175,1.33E-08
1019,3004,0.4315,1.37E-08
1020,3004,0.44125,1.41E-08
1021,3004,0.451,1.45E-08
1022,3004,0.46075,1.49E-08
1023,3004,0.4705,1.53E-08
1024,3004,0.48025,1.57E-08
1025,3004,0.49,1.60E-08
1026,3128.75,0.1,3.93E-09
1027,3128.75,0.10975,4.18E-09
1028,3128.75,0.1195,4.45E-09
1029,3128.75,0.12925,4.73E-09
1030,3128.75,0.139,5.02E-09
1031,3128.75,0.14875,5.31E-09
1032,3128.75,0.1585,5.61E-09
1033,3128.75,0.16825,5.93E-09
1034,3128.75,0.178,6.25E-09
1035,3128.75,0.18775,6.58E-09
1036,3128.75,0.1975,6.92E-09
1037,3128.75,0.20725,7.26E-09
1038,3128.75,0.217,7.61E-09
1039,3128.75,0.22675,7.97E-09
1040,3128.75,0.2365,8.33E-09
1041,3128.75,0.24625,8.71E-09
1042,3128.75,0.256,9.08E-09
1043,3128.75,0.26575,9.47E-09
1044,3128.75,0.2755,9.86E-09
1045,3128.75,0.28525,1.03E-08
1046,3128.75,0.295,1.07E-08
1047,3128.75,0.30475,1.11E-08
1048,3128.75,0.3145,1.15E-08
1049,3128.75,0.32425,1.19E-08
1050,3128.75,0.334,1.23E-08
1051,3128.75,0.34375,1.27E-08
1052,3128.75,0.3535,1.31E-08
1053,3128.75,0.36325,1.36E-08
1054,3128.75,0.373,1.40E-08
1055,3128.75,0.38275,1.44E-08
1056,3128.75,0.3925,1.49E-08
1057,3128.75,0.40225,1.53E-08
1058,3128.75,0.412,1.57E-08
1059,3128.75,0.42175,1.62E-08
1060,3128.75,0.4315,1.66E-08
1061,3128.75,0.44125,1.70E-08
1062,3128.75,0.451,1.75E-08
1063,3128.75,0.46075,1.79E-08
1064,3128.75,0.4705,1.83E-08
1065,3128.75,0.48025,1.87E-08
1066,3128.75,0.49,1.90E-08
1067,3253.5,0.1,6.19E-09
1068,3253.5,0.10975,6.47E-09
1069,3253.5,0.1195,6.76E-09
1070,3253.5,0.12925,7.06E-09
1071,3253.5,0.139,7.36E-09
1072,3253.5,0.14875,7.68E-09
1073,3253.5,0.1585,8.00E-09
1074,3253.5,0.16825,8.33E-09
1075,3253.5,0.178,8.67E-09
1076,3253.5,0.18775,9.02E-09
1077,3253.5,0.1975,9.37E-09
1078,3253.5,0.20725,9.74E-09
1079,3253.5,0.217,1.01E-08
1080,3253.5,0.22675,1.05E-08
1081,3253.5,0.2365,1.09E-08
1082,3253.5,0.24625,1.13E-08
1083,3253.5,0.256,1.16E-08
1084,3253.5,0.26575,1.21E-08
1085,3253.5,0.2755,1.25E-08
1086,3253.5,0.28525,1.29E-08
1087,3253.5,0.295,1.33E-08
1088,3253.5,0.30475,1.37E-08
1089,3253.5,0.3145,1.41E-08
1090,3253.5,0.32425,1.46E-08
1091,3253.5,0.334,1.50E-08
1092,3253.5,0.34375,1.55E-08
1093,3253.5,0.3535,1.59E-08
1094,3253.5,0.36325,1.63E-08
1095,3253.5,0.373,1.68E-08
1096,3253.5,0.38275,1.72E-08
1097,3253.5,0.3925,1.77E-08
1098,3253.5,0.40225,1.81E-08
1099,3253.5,0.412,1.86E-08
1100,3253.5,0.42175,1.90E-08
1101,3253.5,0.4315,1.95E-08
1102,3253.5,0.44125,1.99E-08
1103,3253.5,0.451,2.04E-08
1104,3253.5,0.46075,2.08E-08
1105,3253.5,0.4705,2.12E-08
1106,3253.5,0.48025,2.16E-08
1107,3253.5,0.49,2.20E-08
1108,3378.25,0.1,8.52E-09
1109,3378.25,0.10975,8.81E-09
1110,3378.25,0.1195,9.12E-09
1111,3378.25,0.12925,9.43E-09
1112,3378.25,0.139,9.75E-09
1113,3378.25,0.14875,1.01E-08
1114,3378.25,0.1585,1.04E-08
1115,3378.25,0.16825,1.08E-08
1116,3378.25,0.178,1.11E-08
1117,3378.25,0.18775,1.15E-08
1118,3378.25,0.1975,1.19E-08
1119,3378.25,0.20725,1.22E-08
1120,3378.25,0.217,1.26E-08
1121,3378.25,0.22675,1.30E-08
1122,3378.25,0.2365,1.34E-08
1123,3378.25,0.24625,1.38E-08
1124,3378.25,0.256,1.42E-08
1125,3378.25,0.26575,1.46E-08
1126,3378.25,0.2755,1.51E-08
1127,3378.25,0.28525,1.55E-08
1128,3378.25,0.295,1.59E-08
1129,3378.25,0.30475,1.64E-08
1130,3378.25,0.3145,1.68E-08
1131,3378.25,0.32425,1.73E-08
1132,3378.25,0.334,1.77E-08
1133,3378.25,0.34375,1.82E-08
1134,3378.25,0.3535,1.86E-08
1135,3378.25,0.36325,1.91E-08
1136,3378.25,0.373,1.96E-08
1137,3378.25,0.38275,2.00E-08
1138,3378.25,0.3925,2.05E-08
1139,3378.25,0.40225,2.10E-08
1140,3378.25,0.412,2.14E-08
1141,3378.25,0.42175,2.19E-08
1142,3378.25,0.4315,2.24E-08
1143,3378.25,0.44125,2.28E-08
1144,3378.25,0.451,2.33E-08
1145,3378.25,0.46075,2.38E-08
1146,3378.25,0.4705,2.42E-08
1147,3378.25,0.48025,2.46E-08
1148,3378.25,0.49,2.50E-08
1149,3503,0.1,1.09E-08
1150,3503,0.10975,1.12E-08
1151,3503,0.1195,1.15E-08
1152,3503,0.12925,1.18E-08
1153,3503,0.139,1.22E-08
1154,3503,0.14875,1.25E-08
1155,3503,0.1585,1.28E-08
1156,3503,0.16825,1.32E-08
1157,3503,0.178,1.36E-08
1158,3503,0.18775,1.40E-08
1159,3503,0.1975,1.43E-08
1160,3503,0.20725,1.47E-08
1161,3503,0.217,1.51E-08
1162,3503,0.22675,1.55E-08
1163,3503,0.2365,1.60E-08
1164,3503,0.24625,1.64E-08
1165,3503,0.256,1.68E-08
1166,3503,0.26575,1.72E-08
1167,3503,0.2755,1.77E-08
1168,3503,0.28525,1.81E-08
1169,3503,0.295,1.86E-08
1170,3503,0.30475,1.91E-08
1171,3503,0.3145,1.95E-08
1172,3503,0.32425,2.00E-08
1173,3503,0.334,2.05E-08
1174,3503,0.34375,2.09E-08
1175,3503,0.3535,2.14E-08
1176,3503,0.36325,2.19E-08
1177,3503,0.373,2.24E-08
1178,3503,0.38275,2.28E-08
1179,3503,0.3925,2.33E-08
1180,3503,0.40225,2.38E-08
1181,3503,0.412,2.43E-08
1182,3503,0.42175,2.48E-08
1183,3503,0.4315,2.53E-08
1184,3503,0.44125,2.58E-08
1185,3503,0.451,2.62E-08
1186,3503,0.46075,2.67E-08
1187,3503,0.4705,2.72E-08
1188,3503,0.48025,2.76E-08
1189,3503,0.49,2.80E-08
1190,3627.75,0.1,1.32E-08
1191,3627.75,0.10975,1.36E-08
1192,3627.75,0.1195,1.39E-08
1193,3627.75,0.12925,1.42E-08
1194,3627.75,0.139,1.46E-08
1195,3627.75,0.14875,1.49E-08
1196,3627.75,0.1585,1.53E-08
1197,3627.75,0.16825,1.57E-08
1198,3627.75,0.178,1.60E-08
1199,3627.75,0.18775,1.64E-08
1200,3627.75,0.1975,1.68E-08
1201,3627.75,0.20725,1.72E-08
1202,3627.75,0.217,1.77E-08
1203,3627.75,0.22675,1.81E-08
1204,3627.75,0.2365,1.85E-08
1205,3627.75,0.24625,1.90E-08
1206,3627.75,0.256,1.94E-08
1207,3627.75,0.26575,1.98E-08
1208,3627.75,0.2755,2.03E-08
1209,3627.75,0.28525,2.08E-08
1210,3627.75,0.295,2.12E-08
1211,3627.75,0.30475,2.17E-08
1212,3627.75,0.3145,2.22E-08
1213,3627.75,0.32425,2.27E-08
1214,3627.75,0.334,2.32E-08
1215,3627.75,0.34375,2.37E-08
1216,3627.75,0.3535,2.42E-08
1217,3627.75,0.36325,2.46E-08
1218,3627.75,0.373,2.51E-08
1219,3627.75,0.38275,2.57E-08
1220,3627.75,0.3925,2.62E-08
1221,3627.75,0.40225,2.67E-08
1222,3627.75,0.412,2.72E-08
1223,3627.75,0.42175,2.77E-08
1224,3627.75,0.4315,2.82E-08
1225,3627.75,0.44125,2.87E-08
1226,3627.75,0.451,2.92E-08
1227,3627.75,0.46075,2.97E-08
1228,3627.75,0.4705,3.01E-08
1229,3627.75,0.48025,3.06E-08
1230,3627.75,0.49,3.10E-08
1231,3752.5,0.1,1.56E-08
1232,3752.5,0.10975,1.59E-08
1233,3752.5,0.1195,1.63E-08
1234,3752.5,0.12925,1.66E-08
1235,3752.5,0.139,1.70E-08
1236,3752.5,0.14875,1.74E-08
1237,3752.5,0.1585,1.77E-08
1238,3752.5,0.16825,1.81E-08
1239,3752.5,0.178,1.85E-08
1240,3752.5,0.18775,1.89E-08
1241,3752.5,0.1975,1.93E-08
1242,3752.5,0.20725,1.98E-08
1243,3752.5,0.217,2.02E-08
1244,3752.5,0.22675,2.06E-08
1245,3752.5,0.2365,2.11E-08
1246,3752.5,0.24625,2.15E-08
1247,3752.5,0.256,2.20E-08
1248,3752.5,0.26575,2.25E-08
1249,3752.5,0.2755,2.29E-08
1250,3752.5,0.28525,2.34E-08
1251,3752.5,0.295,2.39E-08
1252,3752.5,0.30475,2.44E-08
1253,3752.5,0.3145,2.49E-08
1254,3752.5,0.32425,2.54E-08
1255,3752.5,0.334,2.59E-08
1256,3752.5,0.34375,2.64E-08
1257,3752.5,0.3535,2.69E-08
1258,3752.5,0.36325,2.74E-08
1259,3752.5,0.373,2.79E-08
1260,3752.5,0.38275,2.85E-08
1261,3752.5,0.3925,2.90E-08
1262,3752.5,0.40225,2.95E-08
1263,3752.5,0.412,3.00E-08
1264,3752.5,0.42175,3.05E-08
1265,3752.5,0.4315,3.11E-08
1266,3752.5,0.44125,3.16E-08
1267,3752.5,0.451,3.21E-08
1268,3752.5,0.46075,3.26E-08
1269,3752.5,0.4705,3.31E-08
1270,3752.5,0.48025,3.35E-08
1271,3752.5,0.49,3.40E-08
1272,3877.25,0.1,1.80E-08
1273,3877.25,0.10975,1.83E-08
1274,3877.25,0.1195,1.87E-08
1275,3877.25,0.12925,1.90E-08
1276,3877.25,0.139,1.94E-08
1277,3877.25,0.14875,1.98E-08
1278,3877.25,0.1585,2.02E-08
1279,3877.25,0.16825,2.06E-08
1280,3877.25,0.178,2.10E-08
1281,3877.25,0.18775,2.14E-08
1282,3877.25,0.1975,2.18E-08
1283,3877.25,0.20725,2.23E-08
1284,3877.25,0.217,2.27E-08
1285,3877.25,0.22675,2.32E-08
1286,3877.25,0.2365,2.36E-08
1287,3877.25,0.24625,2.41E-08
1288,3877.25,0.256,2.46E-08
1289,3877.25,0.26575,2.51E-08
1290,3877.25,0.2755,2.55E-08
1291,3877.25,0.28525,2.60E-08
1292,3877.25,0.295,2.66E-08
1293,3877.25,0.30475,2.71E-08
1294,3877.25,0.3145,2.76E-08
1295,3877.25,0.32425,2.81E-08
1296,3877.25,0.334,2.86E-08
1297,3877.25,0.34375,2.91E-08
1298,3877.25,0.3535,2.97E-08
1299,3877.25,0.36325,3.02E-08
1300,3877.25,0.373,3.07E-08
1301,3877.25,0.38275,3.13E-08
1302,3877.25,0.3925,3.18E-08
1303,3877.25,0.40225,3.24E-08
1304,3877.25,0.412,3.29E-08
1305,3877.25,0.42175,3.34E-08
1306,3877.25,0.4315,3.40E-08
1307,3877.25,0.44125,3.45E-08
1308,3877.25,0.451,3.50E-08
1309,3877.25,0.46075,3.55E-08
1310,3877.25,0.4705,3.60E-08
1311,3877.25,0.48025,3.65E-08
1312,3877.25,0.49,3.69E-08
1313,4002,0.1,2.04E-08
1314,4002,0.10975,2.07E-08
1315,4002,0.1195,2.11E-08
1316,4002,0.12925,2.14E-08
1317,4002,0.139,2.18E-08
1318,4002,0.14875,2.22E-08
1319,4002,0.1585,2.26E-08
1320,4002,0.16825,2.30E-08
1321,4002,0.178,2.35E-08
1322,4002,0.18775,2.39E-08
1323,4002,0.1975,2.43E-08
1324,4002,0.20725,2.48E-08
1325,4002,0.217,2.52E-08
1326,4002,0.22675,2.57E-08
1327,4002,0.2365,2.62E-08
1328,4002,0.24625,2.67E-08
1329,4002,0.256,2.72E-08
1330,4002,0.26575,2.77E-08
1331,4002,0.2755,2.82E-08
1332,4002,0.28525,2.87E-08
1333,4002,0.295,2.92E-08
1334,4002,0.30475,2.97E-08
1335,4002,0.3145,3.03E-08
1336,4002,0.32425,3.08E-08
1337,4002,0.334,3.13E-08
1338,4002,0.34375,3.19E-08
1339,4002,0.3535,3.24E-08
1340,4002,0.36325,3.30E-08
1341,4002,0.373,3.35E-08
1342,4002,0.38275,3.41E-08
1343,4002,0.3925,3.46E-08
1344,4002,0.40225,3.52E-08
1345,4002,0.412,3.57E-08
1346,4002,0.42175,3.63E-08
1347,4002,0.4315,3.69E-08
1348,4002,0.44125,3.74E-08
1349,4002,0.451,3.80E-08
1350,4002,0.46075,3.85E-08
1351,4002,0.4705,3.90E-08
1352,4002,0.48025,3.95E-08
1353,4002,0.49,3.99E-08
1354,4126.75,0.1,2.27E-08
1355,4126.75,0.10975,2.31E-08
1356,4126.75,0.1195,2.35E-08
1357,4126.75,0.12925,2.39E-08
1358,4126.75,0.139,2.43E-08
1359,4126.75,0.14875,2.47E-08
1360,4126.75,0.1585,2.51E-08
1361,4126.75,0.16825,2.55E-08
1362,4126.75,0.178,2.59E-08
1363,4126.75,0.18775,2.64E-08
1364,4126.75,0.1975,2.68E-08
1365,4126.75,0.20725,2.73E-08
1366,4126.75,0.217,2.78E-08
1367,4126.75,0.22675,2.83E-08
1368,4126.75,0.2365,2.87E-08
1369,4126.75,0.24625,2.93E-08
1370,4126.75,0.256,2.98E-08
1371,4126.75,0.26575,3.03E-08
1372,4126.75,0.2755,3.08E-08
1373,4126.75,0.28525,3.13E-08
1374,4126.75,0.295,3.19E-08
1375,4126.75,0.30475,3.24E-08
1376,4126.75,0.3145,3.30E-08
1377,4126.75,0.32425,3.35E-08
1378,4126.75,0.334,3.41E-08
1379,4126.75,0.34375,3.46E-08
1380,4126.75,0.3535,3.52E-08
1381,4126.75,0.36325,3.57E-08
1382,4126.75,0.373,3.63E-08
1383,4126.75,0.38275,3.69E-08
1384,4126.75,0.3925,3.75E-08
1385,4126.75,0.40225,3.80E-08
1386,4126.75,0.412,3.86E-08
1387,4126.75,0.42175,3.92E-08
1388,4126.75,0.4315,3.98E-08
1389,4126.75,0.44125,4.03E-08
1390,4126.75,0.451,4.09E-08
1391,4126.75,0.46075,4.14E-08
1392,4126.75,0.4705,4.20E-08
1393,4126.75,0.48025,4.25E-08
1394,4126.75,0.49,4.29E-08
1395,4251.5,0.1,2.51E-08
1396,4251.5,0.10975,2.55E-08
1397,4251.5,0.1195,2.59E-08
1398,4251.5,0.12925,2.63E-08
1399,4251.5,0.139,2.67E-08
1400,4251.5,0.14875,2.71E-08
1401,4251.5,0.1585,2.75E-08
1402,4251.5,0.16825,2.80E-08
1403,4251.5,0.178,2.84E-08
1404,4251.5,0.18775,2.89E-08
1405,4251.5,0.1975,2.93E-08
1406,4251.5,0.20725,2.98E-08
1407,4251.5,0.217,3.03E-08
1408,4251.5,0.22675,3.08E-08
1409,4251.5,0.2365,3.13E-08
1410,4251.5,0.24625,3.18E-08
1411,4251.5,0.256,3.23E-08
1412,4251.5,0.26575,3.29E-08
1413,4251.5,0.2755,3.34E-08
1414,4251.5,0.28525,3.40E-08
1415,4251.5,0.295,3.45E-08
1416,4251.5,0.30475,3.51E-08
1417,4251.5,0.3145,3.56E-08
1418,4251.5,0.32425,3.62E-08
1419,4251.5,0.334,3.68E-08
1420,4251.5,0.34375,3.74E-08
1421,4251.5,0.3535,3.79E-08
1422,4251.5,0.36325,3.85E-08
1423,4251.5,0.373,3.91E-08
1424,4251.5,0.38275,3.97E-08
1425,4251.5,0.3925,4.03E-08
1426,4251.5,0.40225,4.09E-08
1427,4251.5,0.412,4.15E-08
1428,4251.5,0.42175,4.21E-08
1429,4251.5,0.4315,4.27E-08
1430,4251.5,0.44125,4.32E-08
1431,4251.5,0.451,4.38E-08
1432,4251.5,0.46075,4.44E-08
1433,4251.5,0.4705,4.49E-08
1434,4251.5,0.48025,4.54E-08
1435,4251.5,0.49,4.59E-08
1436,4376.25,0.1,2.75E-08
1437,4376.25,0.10975,2.79E-08
1438,4376.25,0.1195,2.83E-08
1439,4376.25,0.12925,2.87E-08
1440,4376.25,0.139,2.91E-08
1441,4376.25,0.14875,2.95E-08
1442,4376.25,0.1585,3.00E-08
1443,4376.25,0.16825,3.04E-08
1444,4376.25,0.178,3.09E-08
1445,4376.25,0.18775,3.14E-08
1446,4376.25,0.1975,3.18E-08
1447,4376.25,0.20725,3.23E-08
1448,4376.25,0.217,3.28E-08
1449,4376.25,0.22675,3.34E-08
1450,4376.25,0.2365,3.39E-08
1451,4376.25,0.24625,3.44E-08
1452,4376.25,0.256,3.49E-08
1453,4376.25,0.26575,3.55E-08
1454,4376.25,0.2755,3.60E-08
1455,4376.25,0.28525,3.66E-08
1456,4376.25,0.295,3.72E-08
1457,4376.25,0.30475,3.78E-08
1458,4376.25,0.3145,3.83E-08
1459,4376.25,0.32425,3.89E-08
1460,4376.25,0.334,3.95E-08
1461,4376.25,0.34375,4.01E-08
1462,4376.25,0.3535,4.07E-08
1463,4376.25,0.36325,4.13E-08
1464,4376.25,0.373,4.19E-08
1465,4376.25,0.38275,4.25E-08
1466,4376.25,0.3925,4.31E-08
1467,4376.25,0.40225,4.37E-08
1468,4376.25,0.412,4.43E-08
1469,4376.25,0.42175,4.49E-08
1470,4376.25,0.4315,4.56E-08
1471,4376.25,0.44125,4.62E-08
1472,4376.25,0.451,4.68E-08
1473,4376.25,0.46075,4.73E-08
1474,4376.25,0.4705,4.79E-08
1475,4376.25,0.48025,4.84E-08
1476,4376.25,0.49,4.89E-08
1477,4501,0.1,2.99E-08
1478,4501,0.10975,3.03E-08
1479,4501,0.1195,3.07E-08
1480,4501,0.12925,3.11E-08
1481,4501,0.139,3.15E-08
1482,4501,0.14875,3.20E-08
1483,4501,0.1585,3.24E-08
1484,4501,0.16825,3.29E-08
1485,4501,0.178,3.34E-08
1486,4501,0.18775,3.39E-08
1487,4501,0.1975,3.44E-08
1488,4501,0.20725,3.49E-08
1489,4501,0.217,3.54E-08
1490,4501,0.22675,3.59E-08
1491,4501,0.2365,3.64E-08
1492,4501,0.24625,3.70E-08
1493,4501,0.256,3.75E-08
1494,4501,0.26575,3.81E-08
1495,4501,0.2755,3.87E-08
1496,4501,0.28525,3.92E-08
1497,4501,0.295,3.98E-08
1498,4501,0.30475,4.04E-08
1499,4501,0.3145,4.10E-08
1500,4501,0.32425,4.16E-08
1501,4501,0.334,4.22E-08
1502,4501,0.34375,4.28E-08
1503,4501,0.3535,4.35E-08
1504,4501,0.36325,4.41E-08
1505,4501,0.373,4.47E-08
1506,4501,0.38275,4.53E-08
1507,4501,0.3925,4.60E-08
1508,4501,0.40225,4.66E-08
1509,4501,0.412,4.72E-08
1510,4501,0.42175,4.78E-08
1511,4501,0.4315,4.85E-08
1512,4501,0.44125,4.91E-08
1513,4501,0.451,4.97E-08
1514,4501,0.46075,5.03E-08
1515,4501,0.4705,5.08E-08
1516,4501,0.48025,5.14E-08
1517,4501,0.49,5.19E-08
1518,4625.75,0.1,3.22E-08
1519,4625.75,0.10975,3.27E-08
1520,4625.75,0.1195,3.31E-08
1521,4625.75,0.12925,3.35E-08
1522,4625.75,0.139,3.40E-08
1523,4625.75,0.14875,3.44E-08
